,decoded,encoded
6352,38,8010
6353,96,48030
6354,71,26655
6355,18,2010
6356,71,26655
6357,7,415
6358,61,19855
6359,33,6135
6360,59,18615
6361,81,34455
6362,43,10135
6363,3,135
6364,32,5790
6365,99,51015
6366,27,4215
6367,96,48030
6368,6,330
6369,34,6490
6370,76,30430
6371,1,55
6372,4,190
6373,51,14055
6374,13,1135
6375,79,32815
6376,15,1455
6377,27,4215
6378,100,52030
6379,24,3390
6380,90,42330
6381,12,990
6382,1,55
6383,70,25930
6384,22,2890
6385,49,13015
6386,10,730
6387,69,25215
6388,8,510
6389,59,18615
6390,64,21790
6391,20,2430
6392,55,16255
6393,63,21135
6394,13,1135
6395,87,39615
6396,93,45135
6397,5,255
6398,84,36990
6399,54,15690
6400,86,38730
6401,91,43255
6402,65,22455
6403,93,45135
6404,23,3135
6405,96,48030
6406,100,52030
6407,7,415
6408,35,6855
6409,93,45135
6410,10,730
6411,83,36135
6412,54,15690
6413,31,5455
6414,0,30
6415,4,190
6416,90,42330
6417,66,23130
6418,25,3655
6419,57,17415
6420,4,190
6421,81,34455
6422,60,19230
6423,16,1630
6424,88,40510
6425,77,31215
6426,46,11530
6427,74,28890
6428,10,730
6429,77,31215
6430,10,730
6431,93,45135
6432,100,52030
6433,66,23130
6434,56,16830
6435,17,1815
6436,18,2010
6437,88,40510
6438,58,18010
6439,11,855
6440,89,41415
6441,17,1815
6442,41,9255
6443,57,17415
6444,18,2010
6445,79,32815
6446,97,49015
6447,97,49015
6448,19,2215
6449,70,25930
6450,48,12510
6451,25,3655
6452,37,7615
6453,45,11055
6454,44,10590
6455,76,30430
6456,85,37855
6457,36,7230
6458,78,32010
6459,19,2215
6460,46,11530
6461,89,41415
6462,2,90
6463,95,47055
6464,9,615
6465,81,34455
6466,57,17415
6467,9,615
6468,41,9255
6469,30,5130
6470,29,4815
6471,9,615
6472,15,1455
6473,67,23815
6474,10,730
6475,82,35290
6476,36,7230
6477,75,29655
6478,49,13015
6479,43,10135
6480,11,855
6481,0,30
6482,49,13015
6483,83,36135
6484,79,32815
6485,88,40510
6486,61,19855
6487,9,615
6488,75,29655
6489,9,615
6490,55,16255
6491,66,23130
6492,76,30430
6493,21,2655
6494,96,48030
6495,60,19230
6496,17,1815
6497,24,3390
6498,73,28135
6499,10,730
6500,60,19230
6501,51,14055
6502,100,52030
6503,3,135
6504,89,41415
6505,84,36990
6506,58,18010
6507,52,14590
6508,52,14590
6509,45,11055
6510,51,14055
6511,7,415
6512,66,23130
6513,91,43255
6514,14,1290
6515,35,6855
6516,73,28135
6517,59,18615
6518,59,18615
6519,55,16255
6520,89,41415
6521,47,12015
6522,40,8830
6523,40,8830
6524,39,8415
6525,49,13015
6526,73,28135
6527,86,38730
6528,13,1135
6529,4,190
6530,1,55
6531,87,39615
6532,5,255
6533,43,10135
6534,24,3390
6535,53,15135
6536,82,35290
6537,44,10590
6538,3,135
6539,52,14590
6540,27,4215
6541,38,8010
6542,60,19230
6543,49,13015
6544,8,510
6545,57,17415
6546,89,41415
6547,86,38730
6548,41,9255
6549,45,11055
6550,32,5790
6551,14,1290
6552,39,8415
6553,50,13530
6554,9,615
6555,75,29655
6556,82,35290
6557,99,51015
6558,80,33630
6559,46,11530
6560,49,13015
6561,62,20490
6562,32,5790
6563,32,5790
6564,33,6135
6565,17,1815
6566,64,21790
6567,67,23815
6568,30,5130
6569,77,31215
6570,100,52030
6571,28,4510
6572,34,6490
6573,100,52030
6574,49,13015
6575,40,8830
6576,11,855
6577,38,8010
6578,1,55
6579,37,7615
6580,55,16255
6581,58,18010
6582,8,510
6583,57,17415
6584,53,15135
6585,5,255
6586,66,23130
6587,92,44190
6588,12,990
6589,66,23130
6590,8,510
6591,93,45135
6592,65,22455
6593,42,9690
6594,62,20490
6595,10,730
6596,70,25930
6597,24,3390
6598,54,15690
6599,38,8010
6600,58,18010
6601,0,30
6602,7,415
6603,77,31215
6604,65,22455
6605,33,6135
6606,3,135
6607,43,10135
6608,76,30430
6609,13,1135
6610,96,48030
6611,5,255
6612,56,16830
6613,51,14055
6614,42,9690
6615,74,28890
6616,14,1290
6617,60,19230
6618,7,415
6619,71,26655
6620,68,24510
6621,39,8415
6622,70,25930
6623,15,1455
6624,35,6855
6625,82,35290
6626,64,21790
6627,31,5455
6628,52,14590
6629,85,37855
6630,38,8010
6631,84,36990
6632,43,10135
6633,99,51015
6634,79,32815
6635,78,32010
6636,45,11055
6637,59,18615
6638,62,20490
6639,41,9255
6640,68,24510
6641,39,8415
6642,86,38730
6643,67,23815
6644,40,8830
6645,71,26655
6646,13,1135
6647,86,38730
6648,94,46090
6649,53,15135
6650,79,32815
6651,76,30430
6652,31,5455
6653,20,2430
6654,43,10135
6655,5,255
6656,3,135
6657,35,6855
6658,4,190
6659,44,10590
6660,7,415
6661,72,27390
6662,0,30
6663,23,3135
6664,14,1290
6665,32,5790
6666,7,415
6667,76,30430
6668,22,2890
6669,66,23130
6670,4,190
6671,85,37855
6672,5,255
6673,100,52030
6674,48,12510
6675,1,55
6676,51,14055
6677,82,35290
6678,93,45135
6679,1,55
6680,92,44190
6681,12,990
6682,66,23130
6683,5,255
6684,7,415
6685,40,8830
6686,0,30
6687,29,4815
6688,58,18010
6689,94,46090
6690,60,19230
6691,30,5130
6692,19,2215
6693,30,5130
6694,85,37855
6695,58,18010
6696,56,16830
6697,70,25930
6698,12,990
6699,47,12015
6700,90,42330
6701,17,1815
6702,27,4215
6703,60,19230
6704,76,30430
6705,58,18010
6706,71,26655
6707,9,615
6708,35,6855
6709,37,7615
6710,8,510
6711,98,50010
6712,15,1455
6713,78,32010
6714,11,855
6715,49,13015
6716,76,30430
6717,63,21135
6718,63,21135
6719,63,21135
6720,75,29655
6721,91,43255
6722,1,55
6723,20,2430
6724,29,4815
6725,42,9690
6726,46,11530
6727,67,23815
6728,25,3655
6729,26,3930
6730,78,32010
6731,49,13015
6732,24,3390
6733,70,25930
6734,44,10590
6735,15,1455
6736,98,50010
6737,15,1455
6738,93,45135
6739,54,15690
6740,48,12510
6741,92,44190
6742,95,47055
6743,2,90
6744,69,25215
6745,12,990
6746,52,14590
6747,75,29655
6748,0,30
6749,54,15690
6750,33,6135
6751,93,45135
6752,33,6135
6753,56,16830
6754,38,8010
6755,70,25930
6756,50,13530
6757,0,30
6758,70,25930
6759,69,25215
6760,44,10590
6761,44,10590
6762,63,21135
6763,98,50010
6764,29,4815
6765,27,4215
6766,91,43255
6767,52,14590
6768,89,41415
6769,45,11055
6770,52,14590
6771,38,8010
6772,80,33630
6773,69,25215
6774,63,21135
6775,66,23130
6776,100,52030
6777,19,2215
6778,1,55
6779,0,30
6780,44,10590
6781,52,14590
6782,16,1630
6783,99,51015
6784,2,90
6785,62,20490
6786,74,28890
6787,24,3390
6788,84,36990
6789,98,50010
6790,38,8010
6791,67,23815
6792,73,28135
6793,36,7230
6794,64,21790
6795,11,855
6796,100,52030
6797,77,31215
6798,67,23815
6799,17,1815
6800,67,23815
6801,70,25930
6802,47,12015
6803,49,13015
6804,18,2010
6805,9,615
6806,19,2215
6807,1,55
6808,55,16255
6809,5,255
6810,0,30
6811,95,47055
6812,25,3655
6813,68,24510
6814,20,2430
6815,69,25215
6816,77,31215
6817,96,48030
6818,85,37855
6819,64,21790
6820,89,41415
6821,81,34455
6822,99,51015
6823,67,23815
6824,51,14055
6825,80,33630
6826,67,23815
6827,20,2430
6828,82,35290
6829,94,46090
6830,70,25930
6831,51,14055
6832,69,25215
6833,23,3135
6834,8,510
6835,11,855
6836,41,9255
6837,38,8010
6838,26,3930
6839,71,26655
6840,30,5130
6841,66,23130
6842,52,14590
6843,34,6490
6844,71,26655
6845,25,3655
6846,1,55
6847,31,5455
6848,11,855
6849,12,990
6850,31,5455
6851,36,7230
6852,0,30
6853,93,45135
6854,82,35290
6855,69,25215
6856,71,26655
6857,52,14590
6858,71,26655
6859,43,10135
6860,60,19230
6861,44,10590
6862,53,15135
6863,39,8415
6864,16,1630
6865,44,10590
6866,52,14590
6867,48,12510
6868,41,9255
6869,7,415
6870,80,33630
6871,33,6135
6872,48,12510
6873,81,34455
6874,24,3390
6875,31,5455
6876,71,26655
6877,88,40510
6878,64,21790
6879,99,51015
6880,31,5455
6881,76,30430
6882,83,36135
6883,14,1290
6884,28,4510
6885,60,19230
6886,82,35290
6887,5,255
6888,9,615
6889,47,12015
6890,87,39615
6891,27,4215
6892,30,5130
6893,85,37855
6894,6,330
6895,67,23815
6896,5,255
6897,94,46090
6898,86,38730
6899,95,47055
6900,2,90
6901,14,1290
6902,85,37855
6903,88,40510
6904,89,41415
6905,77,31215
6906,25,3655
6907,86,38730
6908,30,5130
6909,28,4510
6910,85,37855
6911,15,1455
6912,67,23815
6913,88,40510
6914,82,35290
6915,30,5130
6916,67,23815
6917,54,15690
6918,36,7230
6919,34,6490
6920,76,30430
6921,87,39615
6922,16,1630
6923,68,24510
6924,88,40510
6925,57,17415
6926,74,28890
6927,94,46090
6928,85,37855
6929,99,51015
6930,84,36990
6931,24,3390
6932,78,32010
6933,63,21135
6934,70,25930
6935,49,13015
6936,50,13530
6937,8,510
6938,20,2430
6939,100,52030
6940,69,25215
6941,26,3930
6942,40,8830
6943,10,730
6944,79,32815
6945,34,6490
6946,79,32815
6947,56,16830
6948,32,5790
6949,25,3655
6950,71,26655
6951,54,15690
6952,6,330
6953,31,5455
6954,97,49015
6955,49,13015
6956,13,1135
6957,8,510
6958,25,3655
6959,29,4815
6960,92,44190
6961,83,36135
6962,61,19855
6963,94,46090
6964,43,10135
6965,91,43255
6966,95,47055
6967,13,1135
6968,90,42330
6969,0,30
6970,69,25215
6971,24,3390
6972,29,4815
6973,95,47055
6974,13,1135
6975,99,51015
6976,22,2890
6977,62,20490
6978,22,2890
6979,71,26655
6980,2,90
6981,6,330
6982,6,330
6983,48,12510
6984,86,38730
6985,59,18615
6986,29,4815
6987,43,10135
6988,33,6135
6989,92,44190
6990,95,47055
6991,35,6855
6992,16,1630
6993,90,42330
6994,97,49015
6995,24,3390
6996,39,8415
6997,77,31215
6998,35,6855
6999,70,25930
7000,64,21790
7001,26,3930
7002,40,8830
7003,68,24510
7004,21,2655
7005,9,615
7006,29,4815
7007,3,135
7008,19,2215
7009,56,16830
7010,45,11055
7011,64,21790
7012,54,15690
7013,80,33630
7014,90,42330
7015,65,22455
7016,0,30
7017,40,8830
7018,63,21135
7019,46,11530
7020,30,5130
7021,82,35290
7022,22,2890
7023,20,2430
7024,47,12015
7025,88,40510
7026,68,24510
7027,28,4510
7028,79,32815
7029,88,40510
7030,36,7230
7031,81,34455
7032,61,19855
7033,92,44190
7034,7,415
7035,70,25930
7036,95,47055
7037,68,24510
7038,87,39615
7039,47,12015
7040,49,13015
7041,16,1630
7042,71,26655
7043,4,190
7044,55,16255
7045,87,39615
7046,31,5455
7047,12,990
7048,71,26655
7049,61,19855
7050,40,8830
7051,91,43255
7052,69,25215
7053,11,855
7054,19,2215
7055,67,23815
7056,83,36135
7057,64,21790
7058,92,44190
7059,94,46090
7060,80,33630
7061,86,38730
7062,36,7230
7063,57,17415
7064,7,415
7065,62,20490
7066,87,39615
7067,60,19230
7068,56,16830
7069,52,14590
7070,39,8415
7071,91,43255
7072,93,45135
7073,64,21790
7074,91,43255
7075,62,20490
7076,78,32010
7077,69,25215
7078,39,8415
7079,62,20490
7080,83,36135
7081,48,12510
7082,69,25215
7083,73,28135
7084,81,34455
7085,32,5790
7086,2,90
7087,61,19855
7088,92,44190
7089,58,18010
7090,10,730
7091,14,1290
7092,13,1135
7093,24,3390
7094,81,34455
7095,14,1290
7096,19,2215
7097,88,40510
7098,77,31215
7099,75,29655
7100,88,40510
7101,16,1630
7102,68,24510
7103,30,5130
7104,46,11530
7105,100,52030
7106,76,30430
7107,76,30430
7108,0,30
7109,59,18615
7110,66,23130
7111,20,2430
7112,60,19230
7113,97,49015
7114,74,28890
7115,46,11530
7116,99,51015
7117,52,14590
7118,34,6490
7119,81,34455
7120,93,45135
7121,77,31215
7122,14,1290
7123,45,11055
7124,95,47055
7125,2,90
7126,66,23130
7127,19,2215
7128,99,51015
7129,19,2215
7130,39,8415
7131,78,32010
7132,87,39615
7133,35,6855
7134,31,5455
7135,70,25930
7136,9,615
7137,36,7230
7138,11,855
7139,50,13530
7140,36,7230
7141,94,46090
7142,75,29655
7143,63,21135
7144,11,855
7145,69,25215
7146,38,8010
7147,50,13530
7148,45,11055
7149,98,50010
7150,96,48030
7151,9,615
7152,75,29655
7153,11,855
7154,43,10135
7155,76,30430
7156,47,12015
7157,26,3930
7158,48,12510
7159,43,10135
7160,68,24510
7161,55,16255
7162,13,1135
7163,12,990
7164,60,19230
7165,98,50010
7166,17,1815
7167,60,19230
7168,100,52030
7169,33,6135
7170,50,13530
7171,17,1815
7172,67,23815
7173,49,13015
7174,11,855
7175,36,7230
7176,36,7230
7177,65,22455
7178,93,45135
7179,42,9690
7180,94,46090
7181,81,34455
7182,69,25215
7183,17,1815
7184,57,17415
7185,68,24510
7186,66,23130
7187,61,19855
7188,100,52030
7189,31,5455
7190,64,21790
7191,29,4815
7192,0,30
7193,75,29655
7194,32,5790
7195,38,8010
7196,59,18615
7197,14,1290
7198,2,90
7199,22,2890
7200,72,27390
7201,79,32815
7202,71,26655
7203,79,32815
7204,10,730
7205,38,8010
7206,82,35290
7207,11,855
7208,79,32815
7209,71,26655
7210,63,21135
7211,99,51015
7212,49,13015
7213,24,3390
7214,71,26655
7215,44,10590
7216,90,42330
7217,16,1630
7218,30,5130
7219,64,21790
7220,86,38730
7221,56,16830
7222,96,48030
7223,88,40510
7224,68,24510
7225,39,8415
7226,15,1455
7227,19,2215
7228,39,8415
7229,98,50010
7230,6,330
7231,31,5455
7232,50,13530
7233,33,6135
7234,57,17415
7235,60,19230
7236,85,37855
7237,88,40510
7238,26,3930
7239,17,1815
7240,78,32010
7241,54,15690
7242,67,23815
7243,92,44190
7244,89,41415
7245,54,15690
7246,63,21135
7247,86,38730
7248,93,45135
7249,75,29655
7250,79,32815
7251,78,32010
7252,36,7230
7253,66,23130
7254,75,29655
7255,94,46090
7256,28,4510
7257,96,48030
7258,59,18615
7259,61,19855
7260,24,3390
7261,53,15135
7262,68,24510
7263,75,29655
7264,100,52030
7265,82,35290
7266,8,510
7267,5,255
7268,53,15135
7269,58,18010
7270,84,36990
7271,78,32010
7272,20,2430
7273,9,615
7274,5,255
7275,98,50010
7276,28,4510
7277,81,34455
7278,14,1290
7279,80,33630
7280,83,36135
7281,5,255
7282,18,2010
7283,53,15135
7284,77,31215
7285,54,15690
7286,37,7615
7287,79,32815
7288,17,1815
7289,64,21790
7290,89,41415
7291,56,16830
7292,57,17415
7293,69,25215
7294,69,25215
7295,93,45135
7296,18,2010
7297,59,18615
7298,9,615
7299,53,15135
7300,9,615
7301,0,30
7302,33,6135
7303,100,52030
7304,9,615
7305,8,510
7306,57,17415
7307,82,35290
7308,21,2655
7309,72,27390
7310,100,52030
7311,15,1455
7312,55,16255
7313,95,47055
7314,6,330
7315,9,615
7316,57,17415
7317,9,615
7318,44,10590
7319,88,40510
7320,14,1290
7321,34,6490
7322,67,23815
7323,50,13530
7324,78,32010
7325,100,52030
7326,17,1815
7327,9,615
7328,100,52030
7329,78,32010
7330,7,415
7331,90,42330
7332,8,510
7333,53,15135
7334,1,55
7335,17,1815
7336,56,16830
7337,30,5130
7338,62,20490
7339,69,25215
7340,34,6490
7341,66,23130
7342,14,1290
7343,12,990
7344,78,32010
7345,35,6855
7346,45,11055
7347,20,2430
7348,30,5130
7349,67,23815
7350,93,45135
7351,27,4215
7352,67,23815
7353,69,25215
7354,69,25215
7355,29,4815
7356,24,3390
7357,1,55
7358,25,3655
7359,60,19230
7360,80,33630
7361,94,46090
7362,79,32815
7363,50,13530
7364,62,20490
7365,10,730
7366,16,1630
7367,51,14055
7368,29,4815
7369,92,44190
7370,77,31215
7371,52,14590
7372,24,3390
7373,24,3390
7374,92,44190
7375,1,55
7376,52,14590
7377,48,12510
7378,10,730
7379,73,28135
7380,33,6135
7381,82,35290
7382,72,27390
7383,93,45135
7384,63,21135
7385,28,4510
7386,87,39615
7387,75,29655
7388,46,11530
7389,46,11530
7390,42,9690
7391,65,22455
7392,9,615
7393,34,6490
7394,95,47055
7395,24,3390
7396,16,1630
7397,52,14590
7398,97,49015
7399,84,36990
7400,96,48030
7401,72,27390
7402,94,46090
7403,65,22455
7404,28,4510
7405,77,31215
7406,8,510
7407,26,3930
7408,16,1630
7409,13,1135
7410,54,15690
7411,75,29655
7412,55,16255
7413,97,49015
7414,47,12015
7415,10,730
7416,27,4215
7417,52,14590
7418,15,1455
7419,5,255
7420,86,38730
7421,78,32010
7422,13,1135
7423,66,23130
7424,27,4215
7425,100,52030
7426,57,17415
7427,40,8830
7428,56,16830
7429,89,41415
7430,36,7230
7431,91,43255
7432,92,44190
7433,12,990
7434,68,24510
7435,41,9255
7436,58,18010
7437,82,35290
7438,67,23815
7439,5,255
7440,93,45135
7441,30,5130
7442,22,2890
7443,29,4815
7444,73,28135
7445,26,3930
7446,84,36990
7447,44,10590
7448,22,2890
7449,49,13015
7450,93,45135
7451,58,18010
7452,90,42330
7453,37,7615
7454,92,44190
7455,12,990
7456,79,32815
7457,73,28135
7458,64,21790
7459,18,2010
7460,70,25930
7461,16,1630
7462,14,1290
7463,63,21135
7464,53,15135
7465,23,3135
7466,39,8415
7467,18,2010
7468,9,615
7469,11,855
7470,92,44190
7471,48,12510
7472,87,39615
7473,43,10135
7474,38,8010
7475,15,1455
7476,69,25215
7477,62,20490
7478,31,5455
7479,69,25215
7480,82,35290
7481,53,15135
7482,37,7615
7483,24,3390
7484,19,2215
7485,41,9255
7486,77,31215
7487,32,5790
7488,75,29655
7489,10,730
7490,99,51015
7491,65,22455
7492,12,990
7493,92,44190
7494,24,3390
7495,96,48030
7496,17,1815
7497,47,12015
7498,58,18010
7499,10,730
7500,47,12015
7501,70,25930
7502,65,22455
7503,14,1290
7504,99,51015
7505,67,23815
7506,92,44190
7507,52,14590
7508,50,13530
7509,28,4510
7510,7,415
7511,83,36135
7512,63,21135
7513,36,7230
7514,24,3390
7515,1,55
7516,97,49015
7517,16,1630
7518,35,6855
7519,28,4510
7520,78,32010
7521,8,510
7522,17,1815
7523,63,21135
7524,5,255
7525,7,415
7526,10,730
7527,52,14590
7528,77,31215
7529,36,7230
7530,40,8830
7531,6,330
7532,25,3655
7533,5,255
7534,73,28135
7535,0,30
7536,66,23130
7537,89,41415
7538,17,1815
7539,3,135
7540,59,18615
7541,26,3930
7542,61,19855
7543,24,3390
7544,23,3135
7545,22,2890
7546,64,21790
7547,66,23130
7548,55,16255
7549,36,7230
7550,88,40510
7551,35,6855
7552,83,36135
7553,42,9690
7554,43,10135
7555,42,9690
7556,51,14055
7557,40,8830
7558,48,12510
7559,31,5455
7560,17,1815
7561,17,1815
7562,1,55
7563,30,5130
7564,66,23130
7565,51,14055
7566,38,8010
7567,54,15690
7568,79,32815
7569,7,415
7570,12,990
7571,45,11055
7572,73,28135
7573,4,190
7574,60,19230
7575,23,3135
7576,39,8415
7577,87,39615
7578,11,855
7579,88,40510
7580,84,36990
7581,62,20490
7582,75,29655
7583,86,38730
7584,14,1290
7585,71,26655
7586,58,18010
7587,20,2430
7588,65,22455
7589,50,13530
7590,49,13015
7591,73,28135
7592,79,32815
7593,60,19230
7594,11,855
7595,38,8010
7596,15,1455
7597,83,36135
7598,90,42330
7599,36,7230
7600,62,20490
7601,79,32815
7602,87,39615
7603,39,8415
7604,43,10135
7605,54,15690
7606,89,41415
7607,64,21790
7608,15,1455
7609,30,5130
7610,3,135
7611,53,15135
7612,61,19855
7613,52,14590
7614,84,36990
7615,37,7615
7616,82,35290
7617,97,49015
7618,70,25930
7619,98,50010
7620,97,49015
7621,12,990
7622,97,49015
7623,16,1630
7624,14,1290
7625,19,2215
7626,85,37855
7627,0,30
7628,98,50010
7629,29,4815
7630,75,29655
7631,50,13530
7632,41,9255
7633,19,2215
7634,59,18615
7635,36,7230
7636,45,11055
7637,51,14055
7638,57,17415
7639,91,43255
7640,18,2010
7641,22,2890
7642,2,90
7643,99,51015
7644,11,855
7645,54,15690
7646,93,45135
7647,82,35290
7648,86,38730
7649,1,55
7650,37,7615
7651,30,5130
7652,19,2215
7653,2,90
7654,44,10590
7655,3,135
7656,19,2215
7657,20,2430
7658,33,6135
7659,49,13015
7660,57,17415
7661,25,3655
7662,34,6490
7663,0,30
7664,64,21790
7665,48,12510
7666,43,10135
7667,63,21135
7668,28,4510
7669,18,2010
7670,51,14055
7671,50,13530
7672,50,13530
7673,51,14055
7674,82,35290
7675,7,415
7676,32,5790
7677,87,39615
7678,0,30
7679,1,55
7680,88,40510
7681,70,25930
7682,89,41415
7683,23,3135
7684,46,11530
7685,67,23815
7686,19,2215
7687,4,190
7688,86,38730
7689,80,33630
7690,70,25930
7691,34,6490
7692,55,16255
7693,2,90
7694,71,26655
7695,87,39615
7696,5,255
7697,81,34455
7698,77,31215
7699,46,11530
7700,11,855
7701,77,31215
7702,82,35290
7703,95,47055
7704,39,8415
7705,3,135
7706,90,42330
7707,31,5455
7708,61,19855
7709,40,8830
7710,68,24510
7711,84,36990
7712,46,11530
7713,30,5130
7714,81,34455
7715,42,9690
7716,89,41415
7717,98,50010
7718,68,24510
7719,78,32010
7720,41,9255
7721,96,48030
7722,83,36135
7723,14,1290
7724,61,19855
7725,65,22455
7726,46,11530
7727,13,1135
7728,70,25930
7729,1,55
7730,83,36135
7731,79,32815
7732,21,2655
7733,30,5130
7734,44,10590
7735,23,3135
7736,0,30
7737,99,51015
7738,71,26655
7739,33,6135
7740,69,25215
7741,72,27390
7742,3,135
7743,8,510
7744,72,27390
7745,6,330
7746,72,27390
7747,93,45135
7748,18,2010
7749,71,26655
7750,4,190
7751,53,15135
7752,70,25930
7753,30,5130
7754,46,11530
7755,31,5455
7756,32,5790
7757,45,11055
7758,82,35290
7759,95,47055
7760,69,25215
7761,60,19230
7762,54,15690
7763,61,19855
7764,78,32010
7765,78,32010
7766,52,14590
7767,84,36990
7768,56,16830
7769,35,6855
7770,88,40510
7771,41,9255
7772,87,39615
7773,91,43255
7774,60,19230
7775,92,44190
7776,92,44190
7777,49,13015
7778,49,13015
7779,59,18615
7780,100,52030
7781,80,33630
7782,49,13015
7783,61,19855
7784,93,45135
7785,73,28135
7786,57,17415
7787,100,52030
7788,88,40510
7789,72,27390
7790,60,19230
7791,93,45135
7792,71,26655
7793,88,40510
7794,63,21135
7795,31,5455
7796,56,16830
7797,32,5790
7798,33,6135
7799,100,52030
7800,58,18010
7801,31,5455
7802,80,33630
7803,16,1630
7804,31,5455
7805,4,190
7806,8,510
7807,16,1630
7808,4,190
7809,90,42330
7810,53,15135
7811,79,32815
7812,10,730
7813,9,615
7814,69,25215
7815,73,28135
7816,91,43255
7817,69,25215
7818,67,23815
7819,71,26655
7820,44,10590
7821,48,12510
7822,3,135
7823,52,14590
7824,21,2655
7825,90,42330
7826,81,34455
7827,64,21790
7828,31,5455
7829,81,34455
7830,67,23815
7831,59,18615
7832,59,18615
7833,12,990
7834,58,18010
7835,13,1135
7836,67,23815
7837,36,7230
7838,69,25215
7839,97,49015
7840,54,15690
7841,84,36990
7842,80,33630
7843,91,43255
7844,75,29655
7845,53,15135
7846,43,10135
7847,82,35290
7848,88,40510
7849,65,22455
7850,50,13530
7851,34,6490
7852,6,330
7853,63,21135
7854,63,21135
7855,4,190
7856,99,51015
7857,36,7230
7858,0,30
7859,88,40510
7860,21,2655
7861,63,21135
7862,96,48030
7863,58,18010
7864,44,10590
7865,97,49015
7866,20,2430
7867,28,4510
7868,64,21790
7869,72,27390
7870,99,51015
7871,49,13015
7872,69,25215
7873,80,33630
7874,28,4510
7875,88,40510
7876,74,28890
7877,83,36135
7878,48,12510
7879,27,4215
7880,68,24510
7881,88,40510
7882,3,135
7883,49,13015
7884,41,9255
7885,26,3930
7886,2,90
7887,15,1455
7888,42,9690
7889,42,9690
7890,64,21790
7891,77,31215
7892,37,7615
7893,60,19230
7894,22,2890
7895,60,19230
7896,54,15690
7897,99,51015
7898,76,30430
7899,47,12015
7900,33,6135
7901,94,46090
7902,84,36990
7903,79,32815
7904,81,34455
7905,79,32815
7906,38,8010
7907,23,3135
7908,51,14055
7909,17,1815
7910,15,1455
7911,58,18010
7912,55,16255
7913,68,24510
7914,8,510
7915,7,415
7916,3,135
7917,72,27390
7918,30,5130
7919,61,19855
7920,68,24510
7921,84,36990
7922,44,10590
7923,49,13015
7924,20,2430
7925,68,24510
7926,2,90
7927,23,3135
7928,35,6855
7929,57,17415
7930,37,7615
7931,31,5455
7932,78,32010
7933,67,23815
7934,97,49015
7935,53,15135
7936,52,14590
7937,84,36990
7938,38,8010
7939,87,39615
7940,62,20490
7941,24,3390
7942,52,14590
7943,18,2010
7944,2,90
7945,71,26655
7946,36,7230
7947,7,415
7948,28,4510
7949,36,7230
7950,9,615
7951,31,5455
7952,51,14055
7953,96,48030
7954,96,48030
7955,46,11530
7956,33,6135
7957,72,27390
7958,73,28135
7959,90,42330
7960,74,28890
7961,65,22455
7962,77,31215
7963,21,2655
7964,51,14055
7965,7,415
7966,89,41415
7967,46,11530
7968,52,14590
7969,6,330
7970,94,46090
7971,95,47055
7972,92,44190
7973,71,26655
7974,79,32815
7975,48,12510
7976,19,2215
7977,28,4510
7978,6,330
7979,73,28135
7980,85,37855
7981,100,52030
7982,29,4815
7983,16,1630
7984,47,12015
7985,88,40510
7986,83,36135
7987,8,510
7988,25,3655
7989,78,32010
7990,19,2215
7991,5,255
7992,38,8010
7993,1,55
7994,60,19230
7995,50,13530
7996,89,41415
7997,47,12015
7998,16,1630
7999,60,19230
8000,44,10590
8001,73,28135
8002,35,6855
8003,46,11530
8004,16,1630
8005,70,25930
8006,33,6135
8007,71,26655
8008,98,50010
8009,45,11055
8010,61,19855
8011,84,36990
8012,15,1455
8013,89,41415
8014,38,8010
8015,59,18615
8016,52,14590
8017,65,22455
8018,46,11530
8019,79,32815
8020,29,4815
8021,5,255
8022,68,24510
8023,33,6135
8024,19,2215
8025,2,90
8026,91,43255
8027,10,730
8028,54,15690
8029,32,5790
8030,54,15690
8031,59,18615
8032,93,45135
8033,100,52030
8034,47,12015
8035,94,46090
8036,85,37855
8037,9,615
8038,53,15135
8039,3,135
8040,80,33630
8041,43,10135
8042,36,7230
8043,83,36135
8044,39,8415
8045,94,46090
8046,90,42330
8047,23,3135
8048,86,38730
8049,79,32815
8050,27,4215
8051,47,12015
8052,51,14055
8053,82,35290
8054,62,20490
8055,16,1630
8056,85,37855
8057,37,7615
8058,97,49015
8059,34,6490
8060,40,8830
8061,15,1455
8062,2,90
8063,28,4510
8064,60,19230
8065,65,22455
8066,35,6855
8067,63,21135
8068,23,3135
8069,86,38730
8070,47,12015
8071,93,45135
8072,7,415
8073,78,32010
8074,78,32010
8075,79,32815
8076,7,415
8077,8,510
8078,23,3135
8079,42,9690
8080,22,2890
8081,33,6135
8082,52,14590
8083,38,8010
8084,62,20490
8085,33,6135
8086,92,44190
8087,95,47055
8088,64,21790
8089,76,30430
8090,7,415
8091,33,6135
8092,79,32815
8093,33,6135
8094,0,30
8095,44,10590
8096,77,31215
8097,19,2215
8098,25,3655
8099,80,33630
8100,70,25930
8101,68,24510
8102,72,27390
8103,8,510
8104,52,14590
8105,48,12510
8106,76,30430
8107,37,7615
8108,14,1290
8109,25,3655
8110,53,15135
8111,7,415
8112,56,16830
8113,99,51015
8114,58,18010
8115,75,29655
8116,40,8830
8117,42,9690
8118,99,51015
8119,95,47055
8120,87,39615
8121,8,510
8122,62,20490
8123,96,48030
8124,77,31215
8125,32,5790
8126,44,10590
8127,67,23815
8128,77,31215
8129,71,26655
